date,year,month,day,region,country,category,medicine,age_group,units_sold,unit_price,stock_level,expiry_days_remaining,covid_flag
2023-10-24,2023,10,24,South America,Brazil,Antipyretic,Ibuprofen,46-65,292,11.76,4696,526,0
2023-05-10,2023,5,10,Oceania,New Zealand,Chronic,Metformin,46-65,506,77.98,4318,53,0
2022-02-03,2022,2,3,Europe,Germany,Antipyretic,Paracetamol,65+,436,29.99,4468,504,0
2024-04-18,2024,4,18,Europe,France,Chronic,Amlodipine,0-12,649,48.0,4486,646,0
2025-03-10,2025,3,10,Middle East,Saudi Arabia,Antibiotic,Azithromycin,0-12,384,51.1,4554,419,0
2021-04-17,2021,4,17,East Asia,South Korea,Cough_Cold,Cough Syrup,13-25,637,23.34,4292,292,1
2022-01-11,2022,1,11,Europe,Germany,Vitamin,Vitamin C,0-12,304,14.33,4712,678,0
2020-05-17,2020,5,17,Oceania,New Zealand,Antipyretic,Paracetamol,26-45,387,92.71,4554,205,1
2020-04-17,2020,4,17,Africa,Kenya,Antipyretic,Ibuprofen,46-65,1066,33.07,3930,595,1
2020-08-21,2020,8,21,Oceania,Australia,Vitamin,Multivitamin,13-25,315,20.25,4676,210,1
2023-09-26,2023,9,26,Africa,Kenya,Vitamin,Vitamin C,13-25,152,66.54,4869,70,0
2025-03-31,2025,3,31,East Asia,Japan,Vitamin,Multivitamin,65+,643,37.14,4442,272,0
2025-12-05,2025,12,5,Europe,UK,Antipyretic,Paracetamol,13-25,512,44.02,4565,135,0
2022-06-08,2022,6,8,Africa,Kenya,Antibiotic,Amoxicillin,65+,542,12.06,4419,676,0
2023-09-15,2023,9,15,South Asia,India,Cough_Cold,Cetirizine,13-25,153,84.24,4846,693,0
2020-01-25,2020,1,25,Africa,Kenya,Chronic,Amlodipine,65+,471,67.5,4509,450,1
2020-12-19,2020,12,19,Africa,Nigeria,Cough_Cold,Cough Syrup,46-65,612,52.27,4509,666,1
2020-02-01,2020,2,1,South Asia,Sri Lanka,Cough_Cold,Cough Syrup,0-12,937,68.98,3974,39,1
2025-12-15,2025,12,15,South Asia,Sri Lanka,Antibiotic,Amoxicillin,0-12,451,23.66,4642,396,0
2023-09-06,2023,9,6,Europe,Germany,Vitamin,Vitamin C,46-65,237,6.77,4922,644,0
2025-01-11,2025,1,11,South Asia,Sri Lanka,Chronic,Amlodipine,26-45,298,81.19,4560,553,0
2024-04-09,2024,4,9,South America,Brazil,Cough_Cold,Cough Syrup,46-65,440,39.46,4672,76,0
2020-03-20,2020,3,20,Middle East,Saudi Arabia,Vitamin,Multivitamin,0-12,1012,86.76,3979,407,1
2024-03-01,2024,3,1,Africa,Nigeria,Vitamin,Vitamin C,46-65,353,76.22,4790,377,0
2021-12-03,2021,12,3,South Asia,India,Antipyretic,Paracetamol,0-12,426,84.58,4649,518,1
2025-05-10,2025,5,10,Europe,France,Antibiotic,Azithromycin,26-45,606,90.85,4530,655,0
2024-02-08,2024,2,8,South Asia,Sri Lanka,Antibiotic,Azithromycin,46-65,446,63.88,4504,74,0
2024-05-30,2024,5,30,Africa,Kenya,Cough_Cold,Cetirizine,26-45,532,14.53,4624,171,0
2023-06-15,2023,6,15,South Asia,Bangladesh,Vitamin,Vitamin C,13-25,436,58.08,4609,132,0
2025-08-20,2025,8,20,Oceania,New Zealand,Vitamin,Vitamin C,13-25,221,28.09,4961,92,0
2025-10-04,2025,10,4,Africa,Nigeria,Cough_Cold,Cough Syrup,26-45,211,80.93,4701,68,0
2020-08-14,2020,8,14,Middle East,UAE,Antibiotic,Amoxicillin,46-65,462,40.68,4617,133,1
2020-11-30,2020,11,30,East Asia,South Korea,Antipyretic,Ibuprofen,26-45,419,12.46,4689,587,1
2024-02-07,2024,2,7,South America,Brazil,Chronic,Amlodipine,13-25,393,41.06,4740,168,0
2022-03-13,2022,3,13,North America,USA,Antibiotic,Azithromycin,13-25,658,36.37,4392,202,0
2023-11-14,2023,11,14,Middle East,UAE,Vitamin,Multivitamin,46-65,217,85.84,4902,220,0
2021-07-23,2021,7,23,South America,Brazil,Antibiotic,Azithromycin,65+,528,68.18,4583,717,1
2025-07-13,2025,7,13,Middle East,Saudi Arabia,Antibiotic,Azithromycin,65+,287,85.97,4682,297,0
2022-10-13,2022,10,13,South Asia,Bangladesh,Vitamin,Multivitamin,13-25,228,69.81,4817,557,0
2020-09-04,2020,9,4,Middle East,UAE,Chronic,Metformin,13-25,382,8.35,4815,381,1
2025-12-13,2025,12,13,Oceania,New Zealand,Chronic,Metformin,65+,394,49.36,4782,397,0
2021-05-24,2021,5,24,Middle East,UAE,Vitamin,Vitamin C,65+,659,96.94,4512,323,1
2024-06-03,2024,6,3,Middle East,Saudi Arabia,Antibiotic,Azithromycin,65+,346,84.22,4624,500,0
2022-10-22,2022,10,22,South Asia,Bangladesh,Antipyretic,Ibuprofen,65+,228,12.49,4619,700,0
2023-12-17,2023,12,17,Africa,Kenya,Cough_Cold,Cough Syrup,0-12,547,50.17,4629,93,0
2023-09-22,2023,9,22,South Asia,Bangladesh,Chronic,Metformin,46-65,260,82.83,4657,391,0
2020-11-02,2020,11,2,South America,Argentina,Antipyretic,Paracetamol,13-25,407,73.51,4554,352,1
2021-06-10,2021,6,10,East Asia,Japan,Chronic,Amlodipine,26-45,559,81.49,4620,444,1
2024-05-21,2024,5,21,South Asia,India,Chronic,Metformin,13-25,439,77.22,4632,562,0
2025-01-18,2025,1,18,South Asia,Sri Lanka,Cough_Cold,Cough Syrup,13-25,344,7.12,4718,519,0
2023-03-08,2023,3,8,Europe,UK,Antibiotic,Amoxicillin,46-65,539,26.5,4619,556,0
2020-04-30,2020,4,30,Africa,Nigeria,Cough_Cold,Cetirizine,46-65,792,91.21,4305,385,1
2022-02-28,2022,2,28,Middle East,Saudi Arabia,Vitamin,Multivitamin,13-25,541,25.48,4612,595,0
2021-06-26,2021,6,26,Europe,Germany,Antibiotic,Azithromycin,13-25,474,7.68,4579,184,1
2021-10-13,2021,10,13,South America,Argentina,Chronic,Metformin,46-65,340,45.77,4514,395,1
2022-09-22,2022,9,22,North America,USA,Antipyretic,Ibuprofen,13-25,1428,11.12,3453,275,0
2021-09-26,2021,9,26,South Asia,Sri Lanka,Antipyretic,Ibuprofen,65+,356,43.3,4832,94,1
2024-08-06,2024,8,6,South Asia,India,Antibiotic,Amoxicillin,13-25,233,46.94,4604,134,0
2023-08-27,2023,8,27,Europe,France,Antibiotic,Azithromycin,0-12,290,82.12,4856,203,0
2024-04-29,2024,4,29,Middle East,Saudi Arabia,Vitamin,Multivitamin,13-25,377,85.94,4671,450,0
2022-06-21,2022,6,21,East Asia,China,Antibiotic,Amoxicillin,13-25,312,9.08,4875,375,0
2025-01-21,2025,1,21,East Asia,Japan,Antibiotic,Amoxicillin,26-45,418,8.13,4448,135,0
2021-04-30,2021,4,30,South America,Argentina,Antipyretic,Ibuprofen,0-12,560,77.0,4533,245,1
2021-04-11,2021,4,11,Europe,Germany,Cough_Cold,Cough Syrup,26-45,625,91.43,4336,82,1
2025-05-28,2025,5,28,South Asia,India,Chronic,Amlodipine,65+,403,39.49,4555,423,0
2025-02-05,2025,2,5,North America,Canada,Cough_Cold,Cetirizine,46-65,523,57.65,4573,473,0
2023-07-16,2023,7,16,South Asia,Bangladesh,Cough_Cold,Cetirizine,13-25,302,36.54,4521,239,0
2022-05-12,2022,5,12,Middle East,UAE,Cough_Cold,Cough Syrup,46-65,546,51.16,4398,171,0
2025-05-16,2025,5,16,South Asia,India,Vitamin,Multivitamin,26-45,429,19.93,4542,449,0
2024-02-06,2024,2,6,Oceania,New Zealand,Chronic,Metformin,46-65,503,98.85,4607,275,0
2021-01-15,2021,1,15,Oceania,Australia,Vitamin,Vitamin C,26-45,444,53.22,4417,469,1
2020-05-09,2020,5,9,North America,Canada,Cough_Cold,Cough Syrup,0-12,749,96.25,4180,212,1
2022-08-25,2022,8,25,Middle East,Saudi Arabia,Antipyretic,Ibuprofen,26-45,298,97.7,4807,290,0
2023-04-27,2023,4,27,Africa,Nigeria,Vitamin,Vitamin C,0-12,321,74.92,4595,140,0
2022-08-22,2022,8,22,East Asia,Japan,Vitamin,Multivitamin,13-25,317,86.84,4823,365,0
2021-06-28,2021,6,28,Africa,Nigeria,Antipyretic,Ibuprofen,65+,354,82.92,4721,488,1
2025-05-03,2025,5,3,South America,Argentina,Vitamin,Multivitamin,46-65,402,86.96,4539,455,0
2024-05-04,2024,5,4,North America,USA,Chronic,Metformin,65+,317,21.56,4609,557,0
2024-07-17,2024,7,17,North America,USA,Chronic,Metformin,26-45,236,55.86,4614,672,0
2023-09-23,2023,9,23,North America,USA,Antipyretic,Ibuprofen,0-12,300,27.36,4534,47,0
2023-06-12,2023,6,12,South America,Brazil,Chronic,Amlodipine,0-12,297,15.16,4844,329,0
2022-12-13,2022,12,13,Europe,Germany,Antipyretic,Paracetamol,65+,431,29.05,4602,134,0
2023-08-09,2023,8,9,South Asia,Sri Lanka,Antibiotic,Azithromycin,13-25,228,38.81,4808,495,0
2025-01-25,2025,1,25,South Asia,Sri Lanka,Antibiotic,Azithromycin,13-25,519,61.34,4658,257,0
2022-08-23,2022,8,23,South Asia,India,Antibiotic,Amoxicillin,46-65,174,47.43,4681,499,0
2024-02-19,2024,2,19,Africa,Nigeria,Antipyretic,Paracetamol,46-65,647,6.5,4344,530,0
2024-12-13,2024,12,13,South America,Argentina,Antipyretic,Paracetamol,65+,289,49.86,4768,545,0
2020-07-19,2020,7,19,East Asia,China,Chronic,Amlodipine,13-25,326,87.84,4831,580,1
2020-06-17,2020,6,17,Europe,UK,Vitamin,Vitamin C,13-25,673,92.22,4449,659,1
2024-02-12,2024,2,12,East Asia,China,Cough_Cold,Cough Syrup,65+,597,66.41,4497,64,0
2024-01-20,2024,1,20,Oceania,Australia,Antibiotic,Amoxicillin,0-12,477,11.92,4712,221,0
2025-03-09,2025,3,9,Oceania,New Zealand,Antipyretic,Ibuprofen,46-65,446,89.24,4436,509,0
2022-03-03,2022,3,3,Oceania,Australia,Antipyretic,Ibuprofen,65+,415,64.5,4588,36,0
2022-07-14,2022,7,14,North America,USA,Cough_Cold,Cough Syrup,13-25,368,76.07,4461,47,0
2023-08-21,2023,8,21,South Asia,Bangladesh,Chronic,Metformin,13-25,150,38.74,5021,191,0
2025-09-04,2025,9,4,Oceania,New Zealand,Cough_Cold,Cough Syrup,65+,152,100.0,4881,643,0
2024-05-15,2024,5,15,Europe,UK,Chronic,Metformin,0-12,452,57.68,4351,665,0
2025-07-02,2025,7,2,Europe,UK,Chronic,Metformin,0-12,341,74.14,4807,269,0
2025-12-17,2025,12,17,East Asia,China,Chronic,Amlodipine,26-45,488,53.0,4498,227,0
2024-10-26,2024,10,26,Oceania,New Zealand,Vitamin,Multivitamin,65+,258,53.08,4581,429,0
2023-11-30,2023,11,30,North America,Canada,Cough_Cold,Cough Syrup,13-25,278,84.45,4681,560,0
2025-07-17,2025,7,17,Oceania,New Zealand,Antipyretic,Ibuprofen,13-25,267,73.24,4575,356,0
2023-11-03,2023,11,3,South America,Brazil,Antipyretic,Paracetamol,13-25,187,60.45,4906,547,0
2022-04-20,2022,4,20,North America,USA,Antipyretic,Paracetamol,26-45,297,8.61,4710,708,0
2023-07-10,2023,7,10,East Asia,Japan,Antibiotic,Amoxicillin,13-25,347,22.52,4512,627,0
2020-12-29,2020,12,29,South Asia,India,Cough_Cold,Cough Syrup,46-65,667,60.23,4221,289,1
2023-08-25,2023,8,25,Oceania,New Zealand,Antipyretic,Paracetamol,13-25,185,71.45,4779,166,0
2021-12-06,2021,12,6,Oceania,Australia,Antipyretic,Ibuprofen,13-25,835,46.08,4088,68,1
2021-01-30,2021,1,30,South Asia,Bangladesh,Antibiotic,Amoxicillin,26-45,488,55.42,4477,461,1
2023-04-11,2023,4,11,South Asia,Bangladesh,Chronic,Metformin,0-12,635,46.78,4231,318,0
2023-03-10,2023,3,10,East Asia,China,Vitamin,Multivitamin,13-25,266,94.96,4906,70,0
2025-06-30,2025,6,30,East Asia,China,Vitamin,Multivitamin,65+,492,61.02,4506,645,0
2025-06-19,2025,6,19,Africa,Kenya,Cough_Cold,Cetirizine,46-65,479,29.56,4427,673,0
2025-06-09,2025,6,9,Africa,Kenya,Vitamin,Vitamin C,0-12,386,7.31,4668,67,0
2020-07-05,2020,7,5,South Asia,Sri Lanka,Antipyretic,Paracetamol,46-65,355,23.31,4667,234,1
2022-05-04,2022,5,4,Europe,Germany,Antipyretic,Ibuprofen,0-12,295,84.6,4767,600,0
2024-02-20,2024,2,20,South America,Brazil,Vitamin,Vitamin C,26-45,519,56.64,4470,300,0
2023-08-29,2023,8,29,South America,Brazil,Vitamin,Multivitamin,0-12,176,14.28,4932,439,0
2021-04-03,2021,4,3,South America,Brazil,Vitamin,Multivitamin,46-65,606,47.08,4280,626,1
2024-12-22,2024,12,22,Europe,Germany,Antibiotic,Amoxicillin,65+,332,17.42,4856,140,0
2024-09-21,2024,9,21,North America,USA,Vitamin,Vitamin C,13-25,198,95.91,4918,446,0
2025-08-11,2025,8,11,Oceania,Australia,Chronic,Amlodipine,46-65,271,53.76,4823,88,0
2021-06-09,2021,6,9,South Asia,Sri Lanka,Antipyretic,Paracetamol,13-25,469,96.34,4474,393,1
2020-11-08,2020,11,8,Africa,Nigeria,Antipyretic,Ibuprofen,13-25,521,34.87,4324,137,1
2023-03-18,2023,3,18,Europe,Germany,Cough_Cold,Cough Syrup,65+,570,12.69,4559,97,0
2023-12-01,2023,12,1,South Asia,India,Antipyretic,Ibuprofen,46-65,274,49.36,4828,689,0
2024-03-08,2024,3,8,Middle East,Saudi Arabia,Chronic,Metformin,46-65,283,77.29,4588,647,0
2020-11-23,2020,11,23,Oceania,New Zealand,Vitamin,Vitamin C,26-45,396,59.5,4513,132,1
2023-05-28,2023,5,28,North America,USA,Antipyretic,Ibuprofen,46-65,418,99.26,4772,680,0
2021-04-19,2021,4,19,East Asia,China,Chronic,Amlodipine,13-25,690,66.55,4163,459,1
2020-01-05,2020,1,5,East Asia,South Korea,Antibiotic,Amoxicillin,46-65,861,16.13,4018,299,1
2024-05-09,2024,5,9,South Asia,India,Antibiotic,Amoxicillin,13-25,282,65.63,4781,635,0
2025-11-13,2025,11,13,Africa,Nigeria,Cough_Cold,Cough Syrup,26-45,255,88.55,4600,79,0
2020-04-10,2020,4,10,Africa,Nigeria,Antibiotic,Amoxicillin,65+,945,55.08,3945,418,1
2022-07-29,2022,7,29,North America,USA,Vitamin,Vitamin C,46-65,281,69.22,4675,141,0
2022-11-15,2022,11,15,Europe,UK,Antibiotic,Amoxicillin,13-25,269,6.23,4702,342,0
2023-12-22,2023,12,22,Middle East,Saudi Arabia,Antipyretic,Ibuprofen,13-25,329,27.68,4865,371,0
2024-10-14,2024,10,14,South America,Argentina,Cough_Cold,Cough Syrup,0-12,195,68.19,4783,64,0
2022-01-27,2022,1,27,Europe,Germany,Antipyretic,Paracetamol,13-25,428,18.18,4668,636,0
2023-07-20,2023,7,20,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,0-12,236,7.65,4860,636,0
2025-01-10,2025,1,10,Middle East,Saudi Arabia,Antibiotic,Azithromycin,65+,300,69.62,4760,487,0
2025-10-05,2025,10,5,South Asia,Bangladesh,Vitamin,Multivitamin,65+,297,12.79,4780,360,0
2022-04-10,2022,4,10,South Asia,Sri Lanka,Chronic,Metformin,65+,328,22.1,4860,196,0
2020-04-28,2020,4,28,North America,Canada,Vitamin,Multivitamin,0-12,785,33.65,4384,183,1
2022-11-02,2022,11,2,South Asia,Bangladesh,Antipyretic,Ibuprofen,13-25,280,16.04,4562,200,0
2020-12-29,2020,12,29,North America,Canada,Chronic,Amlodipine,65+,695,49.78,4150,520,1
2025-09-04,2025,9,4,Oceania,Australia,Antibiotic,Azithromycin,13-25,348,44.22,4537,492,0
2021-06-26,2021,6,26,Oceania,Australia,Antibiotic,Azithromycin,13-25,609,43.67,4545,116,1
2020-10-15,2020,10,15,Middle East,Saudi Arabia,Antipyretic,Paracetamol,13-25,330,45.9,4570,260,1
2025-03-08,2025,3,8,Middle East,Saudi Arabia,Chronic,Amlodipine,13-25,477,90.61,4582,544,0
2025-02-13,2025,2,13,North America,USA,Antipyretic,Paracetamol,26-45,538,47.7,4372,257,0
2020-02-13,2020,2,13,North America,USA,Antipyretic,Paracetamol,26-45,663,58.68,4307,561,1
2025-05-15,2025,5,15,North America,Canada,Antibiotic,Azithromycin,26-45,499,22.16,4540,596,0
2022-02-01,2022,2,1,North America,USA,Vitamin,Vitamin C,46-65,322,64.27,4844,506,0
2023-12-29,2023,12,29,North America,USA,Antipyretic,Ibuprofen,65+,449,70.39,4544,61,0
2021-10-21,2021,10,21,South America,Argentina,Cough_Cold,Cetirizine,65+,334,79.12,4564,614,1
2023-08-08,2023,8,8,Africa,Kenya,Vitamin,Vitamin C,0-12,248,70.37,4848,109,0
2025-04-13,2025,4,13,Africa,Nigeria,Antibiotic,Amoxicillin,26-45,407,79.87,4724,125,0
2022-05-14,2022,5,14,South Asia,India,Antipyretic,Ibuprofen,0-12,555,60.18,4396,351,0
2023-08-29,2023,8,29,Oceania,New Zealand,Vitamin,Multivitamin,0-12,283,25.01,4741,489,0
2021-12-09,2021,12,9,North America,USA,Vitamin,Multivitamin,46-65,598,80.07,4262,354,1
2020-07-14,2020,7,14,East Asia,Japan,Cough_Cold,Cetirizine,13-25,606,51.6,4213,489,1
2022-07-25,2022,7,25,North America,USA,Vitamin,Multivitamin,26-45,217,47.41,4736,590,0
2023-02-28,2023,2,28,Middle East,Saudi Arabia,Cough_Cold,Cetirizine,65+,589,35.15,4468,556,0
2022-11-02,2022,11,2,Africa,Nigeria,Vitamin,Multivitamin,0-12,362,52.56,4495,205,0
2023-04-30,2023,4,30,Africa,Kenya,Vitamin,Multivitamin,65+,536,22.49,4532,284,0
2024-05-20,2024,5,20,South Asia,India,Antibiotic,Azithromycin,26-45,361,41.56,4701,680,0
2023-11-22,2023,11,22,Europe,Germany,Chronic,Metformin,65+,343,59.1,4603,385,0
2024-03-05,2024,3,5,Europe,UK,Antipyretic,Paracetamol,46-65,466,26.76,4467,565,0
2021-03-03,2021,3,3,South Asia,Bangladesh,Antipyretic,Paracetamol,65+,446,99.6,4619,186,1
2025-02-24,2025,2,24,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,13-25,611,99.34,4510,304,0
2021-08-03,2021,8,3,Middle East,Saudi Arabia,Antibiotic,Amoxicillin,26-45,427,50.72,4392,472,1
2022-07-06,2022,7,6,Africa,Kenya,Vitamin,Multivitamin,46-65,159,11.53,5018,355,0
2022-08-30,2022,8,30,Middle East,Saudi Arabia,Antibiotic,Azithromycin,65+,261,42.66,4685,96,0
2022-06-27,2022,6,27,East Asia,Japan,Chronic,Metformin,0-12,476,54.3,4336,134,0
2024-03-29,2024,3,29,East Asia,Japan,Cough_Cold,Cough Syrup,13-25,477,13.43,4529,130,0
2020-12-24,2020,12,24,East Asia,China,Chronic,Metformin,65+,660,69.8,4247,420,1
2023-01-19,2023,1,19,South Asia,Bangladesh,Antibiotic,Amoxicillin,13-25,469,36.58,4480,192,0
2022-07-15,2022,7,15,East Asia,China,Antibiotic,Amoxicillin,0-12,367,55.66,4613,299,0
2020-04-13,2020,4,13,Africa,Kenya,Antibiotic,Azithromycin,46-65,619,12.68,4431,66,1
2020-06-18,2020,6,18,South America,Brazil,Cough_Cold,Cetirizine,65+,424,73.27,4537,704,1
2020-08-24,2020,8,24,East Asia,South Korea,Antibiotic,Azithromycin,13-25,268,68.79,4773,90,1
2025-08-11,2025,8,11,Middle East,UAE,Chronic,Metformin,0-12,271,20.2,4857,594,0
2020-10-05,2020,10,5,South America,Brazil,Antipyretic,Paracetamol,26-45,317,32.7,4766,262,1
2022-06-05,2022,6,5,North America,USA,Cough_Cold,Cough Syrup,13-25,349,6.9,4748,53,0
2021-08-15,2021,8,15,Oceania,New Zealand,Vitamin,Vitamin C,0-12,511,57.51,4680,658,1
2020-06-06,2020,6,6,Europe,UK,Vitamin,Multivitamin,65+,672,39.93,4465,259,1
2021-03-15,2021,3,15,East Asia,China,Cough_Cold,Cough Syrup,26-45,888,13.64,4290,78,1
2025-04-17,2025,4,17,Europe,UK,Chronic,Amlodipine,65+,635,70.97,4380,565,0
2021-02-06,2021,2,6,South Asia,Bangladesh,Cough_Cold,Cough Syrup,13-25,772,41.56,4053,116,1
2020-06-11,2020,6,11,East Asia,Japan,Cough_Cold,Cetirizine,13-25,379,52.66,4614,251,1
2022-12-08,2022,12,8,Oceania,Australia,Cough_Cold,Cetirizine,65+,283,69.27,4541,199,0
2020-09-03,2020,9,3,Oceania,New Zealand,Antipyretic,Ibuprofen,0-12,402,81.54,4659,436,1
2021-03-14,2021,3,14,Europe,Germany,Chronic,Metformin,65+,1008,36.48,3919,377,1
2020-07-21,2020,7,21,South Asia,Sri Lanka,Antipyretic,Ibuprofen,26-45,579,26.93,4551,664,1
2020-10-18,2020,10,18,Middle East,Saudi Arabia,Chronic,Amlodipine,65+,412,38.45,4654,153,1
2024-09-24,2024,9,24,Africa,Nigeria,Antipyretic,Paracetamol,65+,230,11.64,4864,428,0
2023-01-13,2023,1,13,Africa,Kenya,Cough_Cold,Cetirizine,46-65,485,60.64,4708,511,0
2022-06-15,2022,6,15,Oceania,New Zealand,Chronic,Amlodipine,46-65,326,57.77,4706,605,0
2021-12-17,2021,12,17,South America,Argentina,Antibiotic,Amoxicillin,0-12,724,60.5,4234,83,1
2025-06-15,2025,6,15,Oceania,Australia,Antipyretic,Ibuprofen,0-12,455,33.6,4591,557,0
2024-03-30,2024,3,30,South Asia,India,Antipyretic,Ibuprofen,0-12,269,50.89,4713,462,0
2025-07-10,2025,7,10,South Asia,India,Antibiotic,Azithromycin,46-65,140,29.08,4695,223,0
2023-08-27,2023,8,27,Middle East,UAE,Vitamin,Multivitamin,46-65,149,88.84,4984,136,0
2021-02-21,2021,2,21,Africa,Nigeria,Chronic,Amlodipine,0-12,757,51.19,4087,250,1
2024-08-16,2024,8,16,South America,Brazil,Cough_Cold,Cetirizine,13-25,210,46.68,4849,623,0
2024-01-17,2024,1,17,East Asia,South Korea,Chronic,Amlodipine,65+,348,48.35,4780,307,0
2020-10-25,2020,10,25,North America,Canada,Antibiotic,Azithromycin,0-12,198,89.98,4897,417,1
2025-03-18,2025,3,18,South America,Argentina,Antibiotic,Amoxicillin,46-65,380,36.44,4646,346,0
2022-09-25,2022,9,25,Africa,Nigeria,Cough_Cold,Cetirizine,0-12,131,36.58,4726,324,0
2025-10-11,2025,10,11,Europe,Germany,Antibiotic,Azithromycin,65+,324,20.45,4493,143,0
2022-11-08,2022,11,8,Oceania,Australia,Vitamin,Vitamin C,26-45,376,39.53,4794,534,0
2024-10-04,2024,10,4,South Asia,Sri Lanka,Cough_Cold,Cough Syrup,0-12,210,91.89,4609,154,0
2022-09-28,2022,9,28,South America,Brazil,Antipyretic,Ibuprofen,46-65,112,67.14,5000,50,0
2020-04-01,2020,4,1,Europe,France,Antipyretic,Paracetamol,46-65,835,40.11,4121,668,1
2022-08-03,2022,8,3,Europe,Germany,Antipyretic,Ibuprofen,65+,168,32.24,4692,690,0
2021-06-26,2021,6,26,East Asia,China,Vitamin,Vitamin C,0-12,563,81.7,4570,594,1
2021-02-07,2021,2,7,Middle East,Saudi Arabia,Chronic,Metformin,26-45,1037,78.03,3933,355,1
2020-06-24,2020,6,24,East Asia,Japan,Chronic,Amlodipine,26-45,682,35.5,4258,397,1
2020-08-06,2020,8,6,Africa,Kenya,Antipyretic,Ibuprofen,26-45,287,16.08,4521,634,1
2021-04-25,2021,4,25,Oceania,New Zealand,Antipyretic,Paracetamol,65+,390,61.64,4634,238,1
2024-02-21,2024,2,21,North America,USA,Cough_Cold,Cough Syrup,65+,495,57.06,4353,486,0
2024-06-29,2024,6,29,Oceania,Australia,Antibiotic,Amoxicillin,65+,379,68.2,4485,652,0
2021-01-31,2021,1,31,North America,Canada,Antibiotic,Azithromycin,13-25,554,35.9,4611,86,1
2022-07-27,2022,7,27,Europe,UK,Cough_Cold,Cough Syrup,13-25,186,18.03,4652,623,0
2023-12-27,2023,12,27,Europe,France,Vitamin,Multivitamin,65+,365,91.71,4786,248,0
2021-11-30,2021,11,30,South America,Brazil,Antibiotic,Amoxicillin,46-65,393,15.91,4664,57,1
2020-02-06,2020,2,6,North America,Canada,Chronic,Metformin,46-65,763,94.33,4162,528,1
2023-09-28,2023,9,28,South America,Argentina,Antipyretic,Ibuprofen,46-65,192,91.85,4797,367,0
2021-01-22,2021,1,22,Africa,Kenya,Vitamin,Vitamin C,13-25,460,86.87,4651,192,1
2024-11-20,2024,11,20,North America,Canada,Cough_Cold,Cetirizine,46-65,378,58.29,4507,490,0
2022-11-22,2022,11,22,South America,Argentina,Antipyretic,Ibuprofen,13-25,307,70.14,4621,437,0
2021-08-06,2021,8,6,East Asia,Japan,Vitamin,Multivitamin,13-25,285,48.29,4869,304,1
2020-10-08,2020,10,8,East Asia,China,Chronic,Metformin,46-65,375,82.52,4479,577,1
2023-09-01,2023,9,1,Africa,Nigeria,Antibiotic,Amoxicillin,65+,164,27.01,4671,168,0
2024-10-23,2024,10,23,North America,USA,Antibiotic,Amoxicillin,65+,244,62.1,4649,88,0
2020-05-17,2020,5,17,South Asia,Sri Lanka,Vitamin,Vitamin C,65+,550,77.59,4607,216,1
2025-05-24,2025,5,24,South America,Argentina,Cough_Cold,Cough Syrup,26-45,445,52.97,4488,226,0
2020-01-25,2020,1,25,Africa,Nigeria,Antipyretic,Paracetamol,46-65,646,68.55,4287,334,1
2024-12-09,2024,12,9,South Asia,Bangladesh,Antipyretic,Paracetamol,0-12,411,21.25,4476,570,0
2023-04-23,2023,4,23,North America,Canada,Antipyretic,Paracetamol,65+,603,43.1,4210,463,0
2023-10-24,2023,10,24,Middle East,UAE,Antipyretic,Ibuprofen,13-25,162,68.78,4715,208,0
2025-07-20,2025,7,20,East Asia,South Korea,Antipyretic,Paracetamol,65+,220,59.74,4967,363,0
2025-05-12,2025,5,12,South America,Argentina,Vitamin,Vitamin C,26-45,425,28.25,4478,55,0
2025-02-17,2025,2,17,South Asia,India,Cough_Cold,Cetirizine,26-45,655,96.23,4439,190,0
2023-06-23,2023,6,23,Europe,UK,Cough_Cold,Cetirizine,46-65,433,96.8,4463,169,0
2023-05-10,2023,5,10,Europe,UK,Antibiotic,Amoxicillin,0-12,441,35.42,4524,675,0
2025-02-06,2025,2,6,Europe,Germany,Antipyretic,Ibuprofen,65+,357,72.95,4445,664,0
2020-05-12,2020,5,12,South America,Argentina,Vitamin,Vitamin C,0-12,463,15.75,4625,255,1
2020-07-11,2020,7,11,South America,Brazil,Antipyretic,Paracetamol,13-25,368,87.74,4587,345,1
2025-03-12,2025,3,12,Europe,Germany,Cough_Cold,Cetirizine,13-25,568,6.53,4409,473,0
2021-01-05,2021,1,5,East Asia,South Korea,Vitamin,Vitamin C,65+,613,73.02,4288,388,1
2025-01-18,2025,1,18,Middle East,Saudi Arabia,Cough_Cold,Cetirizine,13-25,471,48.79,4711,50,0
2025-03-15,2025,3,15,Oceania,Australia,Vitamin,Vitamin C,13-25,643,66.84,4162,491,0
2024-11-24,2024,11,24,North America,Canada,Antibiotic,Amoxicillin,0-12,230,98.16,4807,380,0
2022-02-28,2022,2,28,East Asia,Japan,Cough_Cold,Cough Syrup,13-25,392,48.63,4738,361,0
2023-02-27,2023,2,27,Oceania,Australia,Chronic,Amlodipine,26-45,369,70.93,4728,468,0
